Unnamed: 0,Quart 1/4,Quart 1/2,Quart 3/4,Alpha,KappaNaught,1/4 solved h,1/4 fsolve check (should be zero),1/2 solved h,1/2 fsolve check,3/4 solved h,3/4 fsolve check,dE 1/4 (mV),dE 3/4 (mV),dE 1/2 (mV),E1/4 - E 3/4 (mV)
20274,0.25,0.5,0.75,1.0,17.426,5.03205529686656,0.0,7.708653478251204,0.0,15.758710375463354,0.0,26.17986779050356,-30.358281389810102,2.085387336884809,56.53814918031367
20273,0.25,0.5,0.75,1.0,17.327,5.004003044958031,-0.0,7.666543101624416,0.0,15.674515757291498,0.0,26.169499985255825,-30.369699162771013,2.096227314214101,56.53919914802684
20272,0.25,0.5,0.75,1.0,17.228,4.975950441320952,0.0,7.624431866943151,0.0,15.590319558164463,0.0,26.15902412257108,-30.38123959533002,2.107181669198187,56.5402637179011
20271,0.25,0.5,0.75,1.0,17.129,4.94789748140093,-0.0,7.582319762310766,0.0,15.506121754606935,0.0,26.148438480075832,-30.392904682888453,2.1182522377825883,56.54134316296428
20270,0.25,0.5,0.75,1.0,17.03,4.919844160564496,0.0,7.540206775609176,0.0,15.421922322675591,0.0,26.137741298146736,-30.40469646453249,2.129440895731357,56.54243776267923
20269,0.25,0.5,0.75,1.0,16.931,4.891790474097359,0.0,7.498092894493655,0.0,15.33772123794735,0.0,26.12693077888776,-30.416617024239414,2.14074955972012,56.54354780312718
20268,0.25,0.5,0.75,1.0,16.832,4.86373641720264,0.0,7.455978106387503,0.0,15.253518475507288,-0.0,26.11600508507316,-30.42866849212439,2.1521801884655845,56.54467357719756
20267,0.25,0.5,0.75,1.0,16.733,4.835681984999053,0.0,7.413862398476561,0.0,15.169314009936162,0.0,26.104962339054893,-30.440853045729117,2.163734783892897,56.54581538478401
20266,0.25,0.5,0.75,1.0,16.634,4.807627172519034,-0.0,7.3717457577035645,0.0,15.085107815297546,0.0,26.093800621633186,-30.453172911354,2.17541539234228,56.54697353298718
20265,0.25,0.5,0.75,1.0,16.535,4.779571974706826,0.0,7.329628170762336,0.0,15.000899865124609,0.0,26.08251797088861,-30.46563036543577,2.187224105816723,56.54814833632438
20264,0.25,0.5,0.75,1.0,16.436,4.75151638641651,0.0,7.287509624091816,0.0,14.916690132406428,0.0,26.071112380974245,-30.478227735972037,2.199163063272138,56.54934011694628
20263,0.25,0.5,0.75,1.0,16.337,4.72346040240998,0.0,7.245390103869909,-0.0,14.832478589573936,0.0,26.059581800866265,-30.490967403995118,2.211234451951821,56.550549204861376
20262,0.25,0.5,0.75,1.0,16.238,4.695404017354871,-0.0,7.203269596007164,0.0,14.748265208485376,0.0,26.047924133071223,-30.503851805096645,2.223440508767044,56.55177593816786
20099,0.25,0.5,0.75,0.99,20.0,5.8199215932971855,-0.0,8.797166822780888,0.0,17.74902784912249,0.0,26.433000623326222,-30.11971215673669,1.8397034182355896,56.55271278006292
20261,0.25,0.5,0.75,1.0,16.139,4.667347225822423,0.0,7.161148086140258,0.0,14.664049960411331,0.0,26.036137232288414,-30.51688343100545,2.235783521725414,56.55302066329386
20098,0.25,0.5,0.75,0.99,19.901,5.791569740375897,-0.0,8.755077557117898,0.0,17.66578815826515,-0.0,26.42500302395929,-30.12861990192785,1.848115880484027,56.55362292588714
20260,0.25,0.5,0.75,1.0,16.04,4.639290022285283,0.0,7.1190255596252925,0.0,14.579832816019271,-0.0,26.02421890402526,-30.530064831220585,2.2482658314093755,56.554283735245846
20097,0.25,0.5,0.75,0.99,19.802,5.763217646740186,-0.0,8.712987698574883,-0.0,17.582547388389372,0.0,26.41693226616545,-30.137611511115782,1.856606224594632,56.55454377728123
20096,0.25,0.5,0.75,0.99,19.703,5.734865309587608,0.0,8.67089723982387,0.0,17.499305525333085,0.0,26.408787329873416,-30.14668817813823,1.8651755448483005,56.55547550801165
20259,0.25,0.5,0.75,1.0,15.941,4.611232401115269,0.0,7.076902001530896,-0.0,14.495613745357607,0.0,26.01216690316387,-30.54339861470198,2.2608898325065194,56.55556551786585
20095,0.25,0.5,0.75,0.99,19.604,5.706512726072015,-0.0,8.628806173415427,-0.0,17.41606255468494,0.0,26.40056717576559,-30.1558511196714,1.8738249562565443,56.55641829543698
20258,0.25,0.5,0.75,1.0,15.842,4.58317435658104,0.0,7.034777396631109,-0.0,14.411392717839233,0.0,25.99997893247684,-30.556887451621,2.273657975394026,56.55686638409784
20094,0.25,0.5,0.75,0.99,19.505,5.678159893302733,0.0,8.586714491776156,0.0,17.332818461778796,0.0,26.39227074481793,-30.16510157578016,1.882555595057652,56.55737232059809
20257,0.25,0.5,0.75,1.0,15.743,4.555115882845724,0.0,6.9926517293980766,0.0,14.327169702224545,0.0,25.987652641089905,-30.570534075173413,2.2865727677795853,56.55818671626332
20093,0.25,0.5,0.75,0.99,19.406,5.649806808343651,-0.0,8.544622187206075,0.0,17.249573231688043,0.0,26.383896957826597,-30.17444081048469,1.8913686192272576,56.55833776831128
20092,0.25,0.5,0.75,0.99,19.307,5.621453468212359,-0.0,8.502529251875966,-0.0,17.166326849219768,-0.0,26.37544471492059,-30.18387011234327,1.900265209003755,56.55931482726386
20256,0.25,0.5,0.75,1.0,15.644,4.527056973964479,0.0,6.950524983994494,0.0,14.24294466660391,-0.0,25.97518562288958,-30.584341283457505,2.299636776400972,56.55952690634709
20091,0.25,0.5,0.75,0.99,19.208,5.593099869879206,0.0,8.460435677824655,0.0,17.083079298908853,0.0,26.36691289506029,-30.193390795052448,1.9092465674291643,56.56030369011273
20255,0.25,0.5,0.75,1.0,15.545,4.49899762388197,-0.0,6.908397144265852,0.0,14.158717578379568,0.0,25.96257541487296,-30.598311941420032,2.3128526287868945,56.560887356292994
20090,0.25,0.5,0.75,0.99,19.109,5.564746010266372,0.0,8.418341456956206,0.0,16.99983056501174,0.0,26.358300355521123,-30.203004198065024,1.918313920905816,56.56130455358615
20254,0.25,0.5,0.75,1.0,15.446,4.470937826429797,0.0,6.8662681937324255,0.0,14.074488404246928,0.0,25.949819495437776,-30.612448982872603,2.326223015081684,56.56226847831038
20089,0.25,0.5,0.75,0.99,19.01,5.536391886246904,-0.0,8.376246581037055,0.0,16.916580631500207,-0.0,26.349605931361847,-30.212711687226204,1.9274685197696824,56.56231761858805
20088,0.25,0.5,0.75,0.99,18.911,5.508037494643741,0.0,8.334151041693081,-0.0,16.83332948205488,0.0,26.3408284348772,-30.22251465542892,1.9367116388806171,56.56334309030612
20253,0.25,0.5,0.75,1.0,15.347,4.442877575323827,0.0,6.824138115581036,0.0,13.99025711017528,0.0,25.9369152826096,-30.62675541258212,2.3397506899365275,56.56367069519172
20087,0.25,0.5,0.75,0.99,18.812,5.479682832228685,0.0,8.292054830406567,0.0,16.750077100058522,0.0,26.33196665503389,-30.232414523288814,1.9460445782303188,56.56438117832271
20252,0.25,0.5,0.75,1.0,15.248,4.414816864161471,0.0,6.782006892656541,0.0,13.90602366138782,-0.0,25.92386013220385,-30.64123430843802,2.3534384744702,56.56509444064187
20086,0.25,0.5,0.75,0.99,18.713,5.451327895721389,-0.0,8.249957938513123,-0.0,16.666823468589296,-0.0,26.3230193568899,-30.242412739839423,1.955468663568552,56.565432096729324
20085,0.25,0.5,0.75,0.99,18.614,5.4229726817882895,0.0,8.207860357198498,0.0,16.583568570413657,0.0,26.313985280995954,-30.2525107832487,1.964985247048316,56.56649606424465
20251,0.25,0.5,0.75,1.0,15.149,4.386755686418875,0.0,6.739874507453078,0.0,13.821788022341078,0.0,25.91065133591961,-30.655888823699524,2.3672892583021623,56.56654015961914
20084,0.25,0.5,0.75,0.99,18.515,5.394617187041523,0.0,8.165762077495328,0.0,16.50031238797917,0.0,26.30486314277893,-30.26271016155727,1.9745957078905536,56.56757330433621
20250,0.25,0.5,0.75,1.0,15.05,4.358694035448022,0.0,6.69774094210503,0.0,13.737550156703598,0.0,25.89728611936227,-30.67072218932697,2.381306001661338,56.56800830868924
20083,0.25,0.5,0.75,0.99,18.416,5.366261408037817,0.0,8.123663090279788,-0.0,16.41705490340708,-0.0,26.29565163190643,-30.27301241343924,1.984301453069253,56.56866404534567
20249,0.25,0.5,0.75,1.0,14.951,4.330631904473768,0.0,6.655606178377712,0.0,13.653310027333934,0.0,25.88376163999184,-30.685737716400222,2.395491737573773,56.56949935639207
20082,0.25,0.5,0.75,0.99,18.317,5.337905341277351,0.0,8.081563386268158,0.0,16.3337960984847,-0.0,26.28634941163166,-30.28341910898659,1.9941039180174331,56.569768520618254
20081,0.25,0.5,0.75,0.99,18.218,5.309548983202596,-0.0,8.039462956013304,0.0,16.250535954657508,0.0,26.276955118118288,-30.29393185051777,2.004004567355099,56.57088696863606
20248,0.25,0.5,0.75,1.0,14.852,4.302569286590776,0.0,6.613470197657762,0.0,13.569067596257884,0.0,25.870074984993785,-30.700938798628663,2.4098495741327515,56.57101378362245
20080,0.25,0.5,0.75,0.99,18.119,5.281192330197115,0.0,7.9973617899010545,-0.0,16.167274453021147,-0.0,26.267467359744067,-30.30455227341152,2.014004895639611,56.57201963315559
20247,0.25,0.5,0.75,1.0,14.753,4.274506174760374,0.0,6.571332980943229,0.0,13.48482282464499,0.0,25.856223169068613,-30.716328914956154,2.4243826968549502,56.57255208402477
20079,0.25,0.5,0.75,0.99,18.02,5.252835378584336,0.0,7.95525987814649,0.0,16.084011574313095,0.0,26.2578847163829,-30.315282046966765,2.0241064281395613,56.57316676334966
20246,0.25,0.5,0.75,1.0,14.654,4.246442561807309,0.0,6.529194508833361,0.0,13.400575672784171,0.0,25.8422031321369,-30.731911632265916,2.4390943711266315,56.57411476440281
20078,0.25,0.5,0.75,0.99,17.921,5.224478124626303,0.0,7.913157210790127,0.0,16.000747298904106,0.0,26.24820573866425,-30.32612287528965,2.034310721632933,56.574328613953895
20077,0.25,0.5,0.75,0.99,17.822,5.196120564522386,0.0,7.871053777694,0.0,15.91748160678947,-0.0,26.23842894720918,-30.33707649820847,2.044619365230306,56.57550544541765
20245,0.25,0.5,0.75,1.0,14.555,4.218378440416416,0.0,6.487054761518045,0.0,13.316326100058577,-0.0,25.82801173695563,-30.74769060818919,2.453987944743674,56.57570234514482
20076,0.25,0.5,0.75,0.99,17.723,5.167762694407965,0.0,7.828949568537647,-0.0,15.83421447757996,0.0,26.2285528318421,-30.34814469221785,2.0550339812242977,56.57669752405995
20244,0.25,0.5,0.75,1.0,14.456,4.190313803129183,-0.0,6.444913718766925,0.0,13.232074064919535,0.0,25.81364576664204,-30.76366959402301,2.4690668505500555,56.577315360665054
20075,0.25,0.5,0.75,0.99,17.624,5.139404510353069,0.0,7.786844572813963,-0.0,15.750945890492508,0.0,26.21857585077741,-30.35932927145316,2.0655562259660014,56.57790512223057
20243,0.25,0.5,0.75,1.0,14.357,4.162248642340221,0.0,6.40277135991817,0.0,13.147819524859614,-0.0,25.799101922100483,-30.77985243776143,2.4843346091789424,56.57895435986191
20074,0.25,0.5,0.75,0.99,17.525,5.111046008361001,-0.0,7.744738779824966,-0.0,15.667675824340671,-0.0,26.208496429779878,-30.37063208869612,2.0761877907695663,56.579128518476
20073,0.25,0.5,0.75,0.99,17.426,5.082687184366907,0.0,7.7026321786774306,0.0,15.584404257524772,0.0,26.198312961298043,-30.382055036413053,2.086930402845841,56.58036799771109
20242,0.25,0.5,0.75,1.0,14.258,4.13418295029361,0.0,6.360627663866873,0.0,13.063562436384734,0.0,25.78437681934813,-30.796243087245998,2.49979483190133,56.58061990659412
20072,0.25,0.5,0.75,0.99,17.327,5.054328034236314,0.0,7.6605247582784,0.0,15.501131168021727,0.0,26.188023803569397,-30.393600047826823,2.097785826266461,56.581623851396216
20241,0.25,0.5,0.75,1.0,14.159,4.106116719079163,0.0,6.318482609053067,0.0,12.979302754985284,0.0,25.769466986734365,-30.81284559344037,2.515451223587181,56.58231258017474
20071,0.25,0.5,0.75,0.99,17.228,5.025968553763646,-0.0,7.618416507330595,0.0,15.41785653337464,0.0,26.17762727969631,-30.40526909802379,2.108755862959116,56.5828963777201
20240,0.25,0.5,0.75,1.0,14.06,4.07804994062856,0.0,6.276336173449366,0.0,12.895040435106235,-0.0,25.754368862049414,-30.82966411383588,2.531307585784187,56.5840329758853
20070,0.25,0.5,0.75,0.99,17.129,4.997608738670679,0.0,7.57630741432766,0.0,15.334580330682018,0.0,26.167121676691654,-30.41706420509736,2.119842353735633,56.58418588178901
20069,0.25,0.5,0.75,0.99,17.03,4.969248584604958,-0.0,7.534197467549308,0.0,15.251302536586726,0.0,26.156505244492827,-30.428987431329023,2.1310471793539145,56.585492675821854
20239,0.25,0.5,0.75,1.0,13.961,4.04998260671136,0.0,6.234188334548184,0.0,12.8107754301162,-0.0,25.73907878951648,-30.84670291599264,2.5473678199198235,56.58578170550912
20068,0.25,0.5,0.75,0.99,16.931,4.940888087138205,0.0,7.492086655056311,-0.0,15.168023127264552,-0.0,26.145776194943068,-30.441040884408977,2.142372261615008,56.586817079352045
20238,0.25,0.5,0.75,1.0,13.862,4.021914708930916,0.0,6.1920390693485405,0.0,12.726507692275344,-0.0,25.72359301666212,-30.86396638122424,2.5636359306325023,56.58755939788636
20067,0.25,0.5,0.75,0.99,16.832,4.912527241764632,0.0,7.449974964685359,0.0,15.084742078412464,0.0,26.134932700738663,-30.45322671869742,2.1538195644968,56.58815941943608
20237,0.25,0.5,0.75,1.0,13.763,3.993846238720133,-0.0,6.149888354342418,-0.0,12.64223717270216,0.0,25.707907691059106,-30.881459008431747,2.5801160292379004,56.58936669949085
20066,0.25,0.5,0.75,0.99,16.733,4.884166043899256,-0.0,7.407862384043759,0.0,15.001459365236483,-0.0,26.123972894340767,-30.465547136528187,2.165391095325769,56.58952003086896
19898,0.25,0.5,0.75,0.98,20.0,5.879219227814057,0.0,8.791073518890608,0.0,17.552805199611168,-0.0,26.449495616435016,-30.140844775044947,1.840916525795626,56.59034039147996
20065,0.25,0.5,0.75,0.99,16.634,4.855804488876147,0.0,7.365748900504001,0.0,14.91817496243923,0.0,26.11289486685044,-30.47800438955665,2.177088905988235,56.59089925640709
20236,0.25,0.5,0.75,1.0,13.664,3.965777187337128,0.0,6.107736165500679,0.0,12.55796382133905,0.0,25.69201885693521,-30.89918541809452,2.5968123373370022,56.591204275029725
19897,0.25,0.5,0.75,0.98,19.901,5.850556554851948,0.0,8.748986597591955,0.0,17.47047626579021,0.0,26.441561247781024,-30.149851734784814,1.8493397076587648,56.59141298256584
20064,0.25,0.5,0.75,0.99,16.535,4.827442571946628,0.0,7.323634501198155,0.0,14.834888844207022,0.0,26.10169666684536,-30.490600780153414,2.1889150941826685,56.59229744699878
19896,0.25,0.5,0.75,0.98,19.802,5.8218936566264325,-0.0,8.70689910282408,-0.0,17.388146277490367,-0.0,26.43355421749994,-30.15894349992646,1.8578409153289883,56.5924977174264
20235,0.25,0.5,0.75,1.0,13.565,3.9377075458607256,0.0,6.065582478258482,-0.0,12.473687586916638,0.0,25.675922451641974,-30.917150356425516,2.6137291905727675,56.59307280806749
19895,0.25,0.5,0.75,0.98,19.703,5.793230530514064,0.0,8.664811027503292,-0.0,17.305815220894353,-0.0,26.425473511521243,-30.16812127784109,1.8664212456973943,56.593594789362335
20063,0.25,0.5,0.75,0.99,16.436,4.799080288277444,0.0,7.281519173012112,0.0,14.75160098419663,0.0,26.09037629917676,-30.503338662845668,2.200871804714803,56.593714962022425
19894,0.25,0.5,0.75,0.98,19.604,5.764567173850508,0.0,8.622722364428588,-0.0,17.223483081942092,-0.0,26.417318096627,-30.177386299000283,1.8750818164456284,56.59470439562728
20234,0.25,0.5,0.75,1.0,13.466,3.9096373051858384,-0.0,6.023427267500237,0.0,12.389408416916767,0.0,25.659614301976006,-30.935358699698888,2.630871042542452,56.594973001674894
20062,0.25,0.5,0.75,0.99,16.337,4.770717632948855,0.0,7.239402902579656,0.0,14.66831135552161,0.0,26.078931723724924,-30.5162204458081,2.2129612308372355,56.59515216953302
19893,0.25,0.5,0.75,0.98,19.505,5.735903583929763,0.0,8.58063310627924,0.0,17.141149846325373,0.0,26.40908691999377,-30.18673981753262,1.8838237665437068,56.5958267375264
20061,0.25,0.5,0.75,0.99,16.238,4.742354600952711,0.0,7.197285676276366,0.0,14.58501993073819,0.0,26.067360854111545,-30.52924859240559,2.225185615635162,56.596609446517135
20233,0.25,0.5,0.75,1.0,13.367,3.881566456018689,0.0,5.981270507544024,0.0,12.305126257534132,0.0,25.64309012034604,-30.953815458758434,2.6482424688735207,56.59690557910447
19892,0.25,0.5,0.75,0.98,19.406,5.707239758003331,0.0,8.538543245612278,0.0,17.0588154994823,0.0,26.400778908721453,-30.19618311179674,1.892648256762268,56.59696202051819
20060,0.25,0.5,0.75,0.99,16.139,4.713991187190441,0.0,7.155167480213338,0.0,14.501726681830714,0.0,26.055661556367248,-30.542425622789583,2.237547253460429,56.59808717915684
19891,0.25,0.5,0.75,0.98,19.307,5.678575693279385,0.0,8.49645277485993,0.0,16.97648002659171,-0.0,26.392392969348077,-30.20571748497104,1.9015564701997845,56.59811045431911
20232,0.25,0.5,0.75,1.0,13.268,3.853494988871885,-0.0,5.939112172125487,0.0,12.22084105363649,0.0,25.62634550077781,-30.972525783715685,2.66584817147093,56.59887128449349
19890,0.25,0.5,0.75,0.98,19.208,5.649911386921921,0.0,8.454361686326996,0.0,16.8941434125673,-0.0,26.38392798735057,-30.21534426566083,1.9105496128252475,56.5992722530114
20059,0.25,0.5,0.75,0.99,16.04,4.685627386471014,-0.0,7.113048300230723,0.0,14.418431580196668,0.0,26.043831647552363,-30.555754115550226,2.2500484914155803,56.59958576310258
19889,0.25,0.5,0.75,0.98,19.109,5.6212468360498615,0.0,8.412269972188142,0.0,16.811805642051695,-0.0,26.37538282663073,-30.225064808523516,1.919628914036853,56.60044763515424
20231,0.25,0.5,0.75,1.0,13.169,3.8254228940593458,0.0,5.896952234381176,0.0,12.136552748723377,0.0,25.60937591474859,-30.99149496884721,2.683692982944547,56.6008708835958
20058,0.25,0.5,0.75,0.99,15.941,4.657263193508829,-0.0,7.070928121891074,-0.0,14.335134596631171,0.0,26.031868894329023,-30.569236709426956,2.262691730890207,56.601105603755975
19888,0.25,0.5,0.75,0.98,19.01,5.592582037736178,0.0,8.370177624485137,0.0,16.72946669941034,0.0,26.36675632898592,-30.234880494912,1.9287956272371356,56.60163682389792
20057,0.25,0.5,0.75,0.99,15.842,4.628898602921553,0.0,7.028806930472496,0.0,14.251835701311016,0.0,26.0197710114826,-30.582876105079677,2.275479429151574,56.60264711656227
19887,0.25,0.5,0.75,0.98,18.911,5.563916989006959,-0.0,8.328084635124025,0.0,16.64712656872517,0.0,26.35804731356404,-30.244792733537864,1.9380510304253944,56.6028400471019
20230,0.25,0.5,0.75,1.0,13.07,3.797350161691052,0.0,5.854790666831304,-0.0,12.052261284883263,0.0,25.59217670684307,-31.010728457700885,2.7017818712255623,56.60290516454396
19886,0.25,0.5,0.75,0.98,18.812,5.535251686840476,-0.0,8.285990995872204,0.0,16.56478523378817,0.0,26.34925457630213,-30.254802961153977,1.9473964268076571,56.60405753745611
20056,0.25,0.5,0.75,0.99,15.743,4.600533609227898,0.0,6.986684710961594,0.0,14.168534863778191,0.0,26.007535660390307,-30.596675066923027,2.288414100991904,56.60421072731333
20229,0.25,0.5,0.75,1.0,12.971,3.769276781667651,0.0,5.812627441361917,-0.0,11.967966602749106,-0.0,25.57474309022124,-31.030231848422023,2.7201199443814903,56.60497493864327
19885,0.25,0.5,0.75,0.98,18.713,5.506586128166218,0.0,8.24389669835545,-0.0,16.482442678094735,0.0,26.340376889348107,-30.26491264325804,1.9568331454251104,56.60528953260615
20055,0.25,0.5,0.75,0.99,15.644,4.572168206845333,-0.0,6.944561448046202,0.0,14.085232052922851,0.0,25.995160447434785,-30.61063642502664,2.301498320434709,56.60579687246143
19884,0.25,0.5,0.75,0.98,18.614,5.477920309863896,0.0,8.201801734054847,-0.0,16.400098884836833,-0.0,26.331413000464927,-30.275123274817204,1.9663625418015265,56.60653627528213
20228,0.25,0.5,0.75,1.0,12.872,3.741202743674864,0.0,5.770462529206418,0.0,11.883668641452171,0.0,25.55707014188868,-31.0500108993099,2.7387124556400093,56.607081041198576
20054,0.25,0.5,0.75,0.99,15.545,4.543802390087748,0.0,6.90243712610791,0.0,14.001927236965756,0.0,25.9826429223602,-30.62476307708394,2.3147347225025583,56.60740599944414
19883,0.25,0.5,0.75,0.98,18.515,5.449254228762446,-0.0,8.159706094303653,0.0,16.317753836896014,0.0,26.322361632416687,-30.28543638101507,1.975985998610272,56.60779801343176
20053,0.25,0.5,0.75,0.99,15.446,4.515436153163023,-0.0,6.860311729214335,0.0,13.918620383440132,0.0,25.969980576568634,-30.63905799045244,2.3281260050490213,56.609038567021074
19882,0.25,0.5,0.75,0.98,18.416,5.420587881638983,-0.0,8.117609770284064,0.0,16.23540751683615,0.0,26.31322148233589,-30.295853518021406,1.985704926361814,56.6090750003573
20227,0.25,0.5,0.75,1.0,12.773,3.713128037177735,0.0,5.728295900926462,0.0,11.799367338574111,-0.0,25.539152797759265,-31.07007153461724,2.7575648086320865,56.609224332376506
19881,0.25,0.5,0.75,0.98,18.317,5.391921265217738,0.0,8.075512753023913,0.0,16.153059906896083,-0.0,26.303991221071257,-30.30637627378562,1.9955207641122268,56.61036749485688
20052,0.25,0.5,0.75,0.99,15.347,4.487069490170566,0.0,6.818185241111195,0.0,13.835311459172932,0.0,25.95717084135401,-30.653524204268816,2.341674930657504,56.610695045622826
20226,0.25,0.5,0.75,1.0,12.674,3.685052651414676,0.0,5.686127526392154,-0.0,11.715062630097174,0.0,25.52098584749923,-31.090419850604476,2.7766825628658904,56.6114056981037
19880,0.25,0.5,0.75,0.98,18.218,5.363254376168976,-0.0,8.033415033393275,-0.0,16.07071098898197,-0.0,26.294669492515403,-30.317006268854787,2.0054349801936744,56.61167576137019
20051,0.25,0.5,0.75,0.99,15.248,4.45870239509874,0.0,6.776057645214104,0.0,13.752000430265497,0.0,25.944211086070823,-30.668164831641544,2.355384328609739,56.61237591771237
19879,0.25,0.5,0.75,0.98,18.119,5.334587211107883,-0.0,7.991316602100976,0.0,15.988360744659436,0.0,26.285254912911512,-30.327745157217333,2.0154490729675123,56.61300007012885
20225,0.25,0.5,0.75,1.0,12.575,3.6569765753913326,-0.0,5.643957374761557,0.0,11.63075445035247,0.0,25.50256392914127,-31.111062121862503,2.796071439443535,56.61362605100378
20050,0.25,0.5,0.75,0.99,15.149,4.430334861822264,0.0,6.733928924600142,0.0,13.668687262073531,0.0,25.931098616235072,-30.68298306192509,2.3692570969271505,56.61408167816016
